frase,label
Ver saldo disponível no aplicativo,Consulta Saldo
Consultar saldo atualizado,Consulta Saldo
Mostrar saldo da poupança,Consulta Saldo
Mostrar saldo da poupança,Consulta Saldo
Qual o saldo que tenho hoje?,Consulta Saldo
Consultar quanto tenho no banco,Consulta Saldo
Consulta de saldo na conta salário,Consulta Saldo
Mostrar saldo bancário,Consulta Saldo
Mostrar saldo da poupança,Consulta Saldo
Consultar quanto tenho no banco,Consulta Saldo
Consulta de saldo na conta salário,Consulta Saldo
Qual é o meu saldo?,Consulta Saldo
Mostrar saldo da poupança,Consulta Saldo
Qual é o meu saldo?,Consulta Saldo
Consulta de saldo na conta salário,Consulta Saldo
Mostrar saldo da poupança,Consulta Saldo
Mostrar saldo da poupança,Consulta Saldo
Verificar saldo em conta conjunta,Consulta Saldo
Consulta de saldo na conta salário,Consulta Saldo
Consultar saldo atualizado,Consulta Saldo
Mostrar saldo bancário,Consulta Saldo
Verificar saldo da conta corrente,Consulta Saldo
Mostrar saldo bancário,Consulta Saldo
Verificar saldo da conta corrente,Consulta Saldo
Consultar quanto tenho no banco,Consulta Saldo
Qual o saldo que tenho hoje?,Consulta Saldo
Mostrar saldo da poupança,Consulta Saldo
Mostrar saldo da poupança,Consulta Saldo
Consultar quanto tenho no banco,Consulta Saldo
Ver saldo disponível no aplicativo,Consulta Saldo
Qual o saldo que tenho hoje?,Consulta Saldo
Qual é o meu saldo?,Consulta Saldo
Verificar saldo em conta conjunta,Consulta Saldo
Quero saber meu saldo atual,Consulta Saldo
Consultar saldo disponível,Consulta Saldo
Verificar saldo da conta corrente,Consulta Saldo
Qual o saldo que tenho hoje?,Consulta Saldo
Mostrar saldo da poupança,Consulta Saldo
Quero saber meu saldo atual,Consulta Saldo
Mostrar saldo da poupança,Consulta Saldo
Consultar quanto tenho no banco,Consulta Saldo
Consulta de saldo na conta salário,Consulta Saldo
Verificar saldo da conta corrente,Consulta Saldo
Verificar saldo da conta corrente,Consulta Saldo
Quero saber meu saldo atual,Consulta Saldo
Consultar saldo disponível,Consulta Saldo
Verificar saldo da conta corrente,Consulta Saldo
Qual é o meu saldo?,Consulta Saldo
Consultar quanto tenho no banco,Consulta Saldo
Verificar saldo em conta conjunta,Consulta Saldo
Verificar saldo da conta corrente,Consulta Saldo
Mostrar saldo bancário,Consulta Saldo
Ver saldo disponível no aplicativo,Consulta Saldo
Mostrar saldo da poupança,Consulta Saldo
Verificar saldo em conta conjunta,Consulta Saldo
Mostrar saldo bancário,Consulta Saldo
Ver saldo disponível no aplicativo,Consulta Saldo
Quero saber meu saldo atual,Consulta Saldo
Verificar saldo em conta conjunta,Consulta Saldo
Verificar saldo da conta corrente,Consulta Saldo
Consultar saldo disponível,Consulta Saldo
Qual o saldo que tenho hoje?,Consulta Saldo
Consulta de saldo na conta salário,Consulta Saldo
Qual o saldo que tenho hoje?,Consulta Saldo
Mostrar saldo da poupança,Consulta Saldo
Qual é o meu saldo?,Consulta Saldo
Consultar quanto tenho no banco,Consulta Saldo
Consultar saldo atualizado,Consulta Saldo
Qual o saldo que tenho hoje?,Consulta Saldo
Consultar saldo atualizado,Consulta Saldo
Mostrar saldo da poupança,Consulta Saldo
Consultar saldo disponível,Consulta Saldo
Ver saldo disponível no aplicativo,Consulta Saldo
Quero saber meu saldo atual,Consulta Saldo
Verificar saldo da conta corrente,Consulta Saldo
Consulta de saldo na conta salário,Consulta Saldo
Qual é o meu saldo?,Consulta Saldo
Consultar quanto tenho no banco,Consulta Saldo
Quero saber meu saldo atual,Consulta Saldo
Qual o saldo que tenho hoje?,Consulta Saldo
Verificar saldo da conta corrente,Consulta Saldo
Verificar saldo da conta corrente,Consulta Saldo
Verificar saldo em conta conjunta,Consulta Saldo
Qual o saldo que tenho hoje?,Consulta Saldo
Mostrar saldo da poupança,Consulta Saldo
Consultar quanto tenho no banco,Consulta Saldo
Consultar quanto tenho no banco,Consulta Saldo
Consultar saldo disponível,Consulta Saldo
Qual é o meu saldo?,Consulta Saldo
Consultar quanto tenho no banco,Consulta Saldo
Consulta de saldo na conta salário,Consulta Saldo
Verificar saldo da conta corrente,Consulta Saldo
Verificar saldo em conta conjunta,Consulta Saldo
Qual o saldo que tenho hoje?,Consulta Saldo
Consulta de saldo na conta salário,Consulta Saldo
Consultar saldo disponível,Consulta Saldo
Consultar saldo disponível,Consulta Saldo
Mostrar saldo bancário,Consulta Saldo
Mostrar saldo bancário,Consulta Saldo
Mostrar saldo da poupança,Consulta Saldo
Consultar quanto tenho no banco,Consulta Saldo
Ver saldo disponível no aplicativo,Consulta Saldo
Consultar quanto tenho no banco,Consulta Saldo
Consultar saldo disponível,Consulta Saldo
Consulta de saldo na conta salário,Consulta Saldo
Verificar saldo da conta corrente,Consulta Saldo
Consultar saldo disponível,Consulta Saldo
Mostrar saldo bancário,Consulta Saldo
Solicitar orçamento de compra,Outro
Agendar revisão do carro,Outro
Organizar documentos do escritório,Outro
Confirmar presença no evento,Outro
Pedir orçamento para reforma,Outro
Agendar reunião com o cliente,Outro
Agendar ligação para amanhã,Outro
Atualizar dados cadastrais do cliente,Outro
Agendar reunião com o cliente,Outro
Solicitar orçamento de compra,Outro
Pedir orçamento para reforma,Outro
Marcar consulta médica,Outro
Organizar documentos do escritório,Outro
Agendar reunião com o cliente,Outro
Solicitar orçamento de compra,Outro
Enviar proposta comercial,Outro
Marcar consulta médica,Outro
Pedir orçamento para reforma,Outro
Atualizar dados cadastrais do cliente,Outro
Agendar revisão do carro,Outro
Anotar lembrete para reunião,Outro
Anotar lembrete para reunião,Outro
Atualizar dados cadastrais do cliente,Outro
Agendar reunião com o cliente,Outro
Enviar email de boas-vindas,Outro
Confirmar presença no evento,Outro
Agendar ligação para amanhã,Outro
Agendar ligação para amanhã,Outro
Organizar documentos do escritório,Outro
Confirmar presença no evento,Outro
Atualizar dados cadastrais do cliente,Outro
Enviar proposta comercial,Outro
Confirmar presença no evento,Outro
Organizar documentos do escritório,Outro
Marcar consulta médica,Outro
Anotar lembrete para reunião,Outro
Enviar email de boas-vindas,Outro
Anotar lembrete para reunião,Outro
Agendar reunião com o cliente,Outro
Anotar lembrete para reunião,Outro
Atualizar dados cadastrais do cliente,Outro
Agendar revisão do carro,Outro
Agendar ligação para amanhã,Outro
Organizar documentos do escritório,Outro
Anotar lembrete para reunião,Outro
Agendar ligação para amanhã,Outro
Organizar documentos do escritório,Outro
Enviar email de boas-vindas,Outro
Anotar lembrete para reunião,Outro
Agendar reunião com o cliente,Outro
Confirmar presença no evento,Outro
Anotar lembrete para reunião,Outro
Confirmar presença no evento,Outro
Agendar revisão do carro,Outro
Agendar reunião com o cliente,Outro
Agendar ligação para amanhã,Outro
Marcar consulta médica,Outro
Enviar email de boas-vindas,Outro
Atualizar dados cadastrais do cliente,Outro
Atualizar dados cadastrais do cliente,Outro
Anotar lembrete para reunião,Outro
Pedir orçamento para reforma,Outro
Anotar lembrete para reunião,Outro
Marcar consulta médica,Outro
Confirmar presença no evento,Outro
Anotar lembrete para reunião,Outro
Pedir orçamento para reforma,Outro
Marcar consulta médica,Outro
Enviar proposta comercial,Outro
Anotar lembrete para reunião,Outro
Organizar documentos do escritório,Outro
Agendar reunião com o cliente,Outro
Organizar documentos do escritório,Outro
Pedir orçamento para reforma,Outro
Agendar ligação para amanhã,Outro
Pedir orçamento para reforma,Outro
Anotar lembrete para reunião,Outro
Agendar revisão do carro,Outro
Agendar reunião com o cliente,Outro
Confirmar presença no evento,Outro
Marcar consulta médica,Outro
Marcar consulta médica,Outro
Agendar reunião com o cliente,Outro
Atualizar dados cadastrais do cliente,Outro
Pedir orçamento para reforma,Outro
Agendar ligação para amanhã,Outro
Solicitar orçamento de compra,Outro
Pedir orçamento para reforma,Outro
Enviar email de boas-vindas,Outro
Agendar ligação para amanhã,Outro
Atualizar dados cadastrais do cliente,Outro
Marcar consulta médica,Outro
Anotar lembrete para reunião,Outro
Agendar revisão do carro,Outro
Anotar lembrete para reunião,Outro
Enviar email de boas-vindas,Outro
Enviar email de boas-vindas,Outro
Atualizar dados cadastrais do cliente,Outro
Enviar email de boas-vindas,Outro
Solicitar orçamento de compra,Outro
Solicitar orçamento de compra,Outro
Anotar lembrete para reunião,Outro
Pedir orçamento para reforma,Outro
Solicitar orçamento de compra,Outro
Solicitar orçamento de compra,Outro
Anotar lembrete para reunião,Outro
Enviar proposta comercial,Outro
Enviar email de boas-vindas,Outro
Atualizar dados cadastrais do cliente,Outro
Confirmar presença no evento,Outro
Atualizar dados cadastrais do cliente,Outro
Marcar consulta médica,Outro
Organizar documentos do escritório,Outro
Confirmar presença no evento,Outro
Anotar lembrete para reunião,Outro
Atualizar dados cadastrais do cliente,Outro
Organizar documentos do escritório,Outro
Solicitar orçamento de compra,Outro
Organizar documentos do escritório,Outro
Marcar consulta médica,Outro
Enviar proposta comercial,Outro
Agendar revisão do carro,Outro
Anotar lembrete para reunião,Outro
Marcar consulta médica,Outro
Organizar documentos do escritório,Outro
Organizar documentos do escritório,Outro
Organizar documentos do escritório,Outro
Atualizar dados cadastrais do cliente,Outro
Agendar reunião com o cliente,Outro
Solicitar orçamento de compra,Outro
Pedir orçamento para reforma,Outro
Solicitar orçamento de compra,Outro
Agendar reunião com o cliente,Outro
Anotar lembrete para reunião,Outro
Marcar consulta médica,Outro
Solicitar orçamento de compra,Outro
Agendar reunião com o cliente,Outro
Solicitar orçamento de compra,Outro
Solicitar orçamento de compra,Outro
Enviar proposta comercial,Outro
Agendar revisão do carro,Outro
Confirmar presença no evento,Outro
Agendar reunião com o cliente,Outro
Anotar lembrete para reunião,Outro
Organizar documentos do escritório,Outro
Agendar revisão do carro,Outro
Agendar reunião com o cliente,Outro
Agendar ligação para amanhã,Outro
Enviar email de boas-vindas,Outro
Pedir orçamento para reforma,Outro
Enviar proposta comercial,Outro
Pedir orçamento para reforma,Outro
Enviar proposta comercial,Outro
Agendar reunião com o cliente,Outro
Marcar consulta médica,Outro
Atualizar dados cadastrais do cliente,Outro
Agendar ligação para amanhã,Outro
Enviar email de boas-vindas,Outro
Organizar documentos do escritório,Outro
Enviar proposta comercial,Outro
Enviar proposta comercial,Outro
Organizar documentos do escritório,Outro
Pedir orçamento para reforma,Outro
Agendar ligação para amanhã,Outro
Atualizar dados cadastrais do cliente,Outro
Solicitar orçamento de compra,Outro
Organizar documentos do escritório,Outro
Confirmar presença no evento,Outro
Agendar revisão do carro,Outro
Marcar consulta médica,Outro
Enviar proposta comercial,Outro
Pedir orçamento para reforma,Outro
Anotar lembrete para reunião,Outro
Marcar consulta médica,Outro
Organizar documentos do escritório,Outro
Confirmar presença no evento,Outro
Enviar email de boas-vindas,Outro
Enviar email de boas-vindas,Outro
Confirmar presença no evento,Outro
Organizar documentos do escritório,Outro
Solicitar orçamento de compra,Outro
Enviar email de boas-vindas,Outro
Agendar ligação para amanhã,Outro
Agendar reunião com o cliente,Outro
Marcar consulta médica,Outro
Organizar documentos do escritório,Outro
Atualizar dados cadastrais do cliente,Outro
Confirmar presença no evento,Outro
Organizar documentos do escritório,Outro
Marcar consulta médica,Outro
Enviar email de boas-vindas,Outro
Enviar email de boas-vindas,Outro
Anotar lembrete para reunião,Outro
Agendar reunião com o cliente,Outro
Enviar proposta comercial,Outro
Solicitar orçamento de compra,Outro
Agendar ligação para amanhã,Outro
Pedir orçamento para reforma,Outro
Marcar consulta médica,Outro
Solicitar orçamento de compra,Outro
Confirmar presença no evento,Outro
Enviar email de boas-vindas,Outro
Pedir orçamento para reforma,Outro
Organizar documentos do escritório,Outro
Pedir orçamento para reforma,Outro
Solicitar orçamento de compra,Outro
Organizar documentos do escritório,Outro
Enviar proposta comercial,Outro
Pedir orçamento para reforma,Outro
Pedir orçamento para reforma,Outro
Agendar reunião com o cliente,Outro
Anotar lembrete para reunião,Outro
Enviar proposta comercial,Outro
Anotar lembrete para reunião,Outro
Agendar reunião com o cliente,Outro
Agendar reunião com o cliente,Outro
Organizar documentos do escritório,Outro
Confirmar presença no evento,Outro
Solicitar orçamento de compra,Outro
Atualizar dados cadastrais do cliente,Outro
Agendar ligação para amanhã,Outro
Pedir orçamento para reforma,Outro
Organizar documentos do escritório,Outro
Marcar consulta médica,Outro
Confirmar presença no evento,Outro
Organizar documentos do escritório,Outro
Agendar reunião com o cliente,Outro
Organizar documentos do escritório,Outro
Solicitar orçamento de compra,Outro
Agendar ligação para amanhã,Outro
Organizar documentos do escritório,Outro
Solicitar orçamento de compra,Outro
Marcar consulta médica,Outro
Agendar revisão do carro,Outro
Organizar documentos do escritório,Outro
Enviar proposta comercial,Outro
Agendar reunião com o cliente,Outro
Organizar documentos do escritório,Outro
Enviar email de boas-vindas,Outro
Anotar lembrete para reunião,Outro
Atualizar dados cadastrais do cliente,Outro
Organizar documentos do escritório,Outro
Agendar revisão do carro,Outro
Agendar reunião com o cliente,Outro
Agendar revisão do carro,Outro
Anotar lembrete para reunião,Outro
Agendar ligação para amanhã,Outro
Confirmar presença no evento,Outro
Agendar reunião com o cliente,Outro
Enviar email de boas-vindas,Outro
Enviar proposta comercial,Outro
Solicitar orçamento de compra,Outro
Confirmar presença no evento,Outro
Enviar email de boas-vindas,Outro
Enviar email de boas-vindas,Outro
Organizar documentos do escritório,Outro
Confirmar presença no evento,Outro
Enviar proposta comercial,Outro
Organizar documentos do escritório,Outro
Agendar reunião com o cliente,Outro
Agendar revisão do carro,Outro
Organizar documentos do escritório,Outro
Agendar reunião com o cliente,Outro
Anotar lembrete para reunião,Outro
Agendar reunião com o cliente,Outro
Solicitar orçamento de compra,Outro
Solicitar orçamento de compra,Outro
Confirmar presença no evento,Outro
Agendar ligação para amanhã,Outro
Organizar documentos do escritório,Outro
Agendar reunião com o cliente,Outro
Atualizar dados cadastrais do cliente,Outro
Pedir orçamento para reforma,Outro
Anotar lembrete para reunião,Outro
Enviar proposta comercial,Outro
Organizar documentos do escritório,Outro
Pedir orçamento para reforma,Outro
Atualizar dados cadastrais do cliente,Outro
Agendar reunião com o cliente,Outro
Organizar documentos do escritório,Outro
Agendar revisão do carro,Outro
Anotar lembrete para reunião,Outro
Atualizar dados cadastrais do cliente,Outro
Agendar revisão do carro,Outro
Pedir orçamento para reforma,Outro
Pedir orçamento para reforma,Outro
Atualizar dados cadastrais do cliente,Outro
Agendar ligação para amanhã,Outro
Confirmar presença no evento,Outro
Anotar lembrete para reunião,Outro
Pedir orçamento para reforma,Outro
Enviar email de boas-vindas,Outro
Organizar documentos do escritório,Outro
Organizar documentos do escritório,Outro
Organizar documentos do escritório,Outro
Marcar consulta médica,Outro
Confirmar presença no evento,Outro
Solicitar orçamento de compra,Outro
Agendar reunião com o cliente,Outro
Enviar email de boas-vindas,Outro
Agendar revisão do carro,Outro
Enviar email de boas-vindas,Outro
Anotar lembrete para reunião,Outro
Marcar consulta médica,Outro
Agendar reunião com o cliente,Outro
Pedir orçamento para reforma,Outro
Enviar proposta comercial,Outro
Enviar proposta comercial,Outro
Agendar reunião com o cliente,Outro
Enviar email de boas-vindas,Outro
Atualizar dados cadastrais do cliente,Outro
Confirmar presença no evento,Outro
Organizar documentos do escritório,Outro
Confirmar presença no evento,Outro
Confirmar presença no evento,Outro
Enviar proposta comercial,Outro
Solicitar orçamento de compra,Outro
Atualizar dados cadastrais do cliente,Outro
Solicitar orçamento de compra,Outro
Enviar email de boas-vindas,Outro
Agendar revisão do carro,Outro
Agendar ligação para amanhã,Outro
Agendar reunião com o cliente,Outro
Marcar consulta médica,Outro
Organizar documentos do escritório,Outro
Atualizar dados cadastrais do cliente,Outro
Agendar reunião com o cliente,Outro
Confirmar presença no evento,Outro
Agendar revisão do carro,Outro
Atualizar dados cadastrais do cliente,Outro
Organizar documentos do escritório,Outro
Confirmar presença no evento,Outro
Agendar ligação para amanhã,Outro
Agendar reunião com o cliente,Outro
Anotar lembrete para reunião,Outro
Agendar revisão do carro,Outro
Organizar documentos do escritório,Outro
Agendar ligação para amanhã,Outro
Agendar ligação para amanhã,Outro
Agendar revisão do carro,Outro
Atualizar dados cadastrais do cliente,Outro
Enviar proposta comercial,Outro
Enviar email de boas-vindas,Outro
Organizar documentos do escritório,Outro
Enviar email de boas-vindas,Outro
Pedir orçamento para reforma,Outro
Organizar documentos do escritório,Outro
Enviar proposta comercial,Outro
Agendar revisão do carro,Outro
Atualizar dados cadastrais do cliente,Outro
Organizar documentos do escritório,Outro
Atualizar dados cadastrais do cliente,Outro
Atualizar dados cadastrais do cliente,Outro
Atualizar dados cadastrais do cliente,Outro
Confirmar presença no evento,Outro
Solicitar orçamento de compra,Outro
Pedir orçamento para reforma,Outro
Agendar reunião com o cliente,Outro
Confirmar presença no evento,Outro
Agendar revisão do carro,Outro
Enviar proposta comercial,Outro
Atualizar dados cadastrais do cliente,Outro
Enviar email de boas-vindas,Outro
Anotar lembrete para reunião,Outro
Solicitar orçamento de compra,Outro
Solicitar orçamento de compra,Outro
Marcar consulta médica,Outro
Atualizar dados cadastrais do cliente,Outro
Organizar documentos do escritório,Outro
Pedir orçamento para reforma,Outro
Agendar reunião com o cliente,Outro
Marcar consulta médica,Outro
Enviar proposta comercial,Outro
Organizar documentos do escritório,Outro
Marcar consulta médica,Outro
Pedir orçamento para reforma,Outro
Pedir orçamento para reforma,Outro
Atualizar dados cadastrais do cliente,Outro
Marcar consulta médica,Outro
Enviar proposta comercial,Outro
Enviar email de boas-vindas,Outro
Confirmar presença no evento,Outro
Marcar consulta médica,Outro
Agendar revisão do carro,Outro
Agendar reunião com o cliente,Outro
Pedir orçamento para reforma,Outro
Enviar email de boas-vindas,Outro
Organizar documentos do escritório,Outro
Organizar documentos do escritório,Outro
Anotar lembrete para reunião,Outro
Atualizar dados cadastrais do cliente,Outro
Pedir orçamento para reforma,Outro
Confirmar presença no evento,Outro
Agendar revisão do carro,Outro
Enviar email de boas-vindas,Outro
Agendar revisão do carro,Outro
Confirmar presença no evento,Outro
Enviar email de boas-vindas,Outro
Organizar documentos do escritório,Outro
Pedir orçamento para reforma,Outro
Anotar lembrete para reunião,Outro
Confirmar presença no evento,Outro
Agendar revisão do carro,Outro
Anotar lembrete para reunião,Outro
Enviar email de boas-vindas,Outro
Marcar consulta médica,Outro
Organizar documentos do escritório,Outro
Agendar reunião com o cliente,Outro
Agendar ligação para amanhã,Outro
Solicitar orçamento de compra,Outro
Confirmar presença no evento,Outro
Atualizar dados cadastrais do cliente,Outro
Marcar consulta médica,Outro
Confirmar presença no evento,Outro
Solicitar orçamento de compra,Outro
Enviar proposta comercial,Outro
Confirmar presença no evento,Outro
Solicitar orçamento de compra,Outro
Agendar reunião com o cliente,Outro
Anotar lembrete para reunião,Outro
Organizar documentos do escritório,Outro
Pedir orçamento para reforma,Outro
Atualizar dados cadastrais do cliente,Outro
Agendar revisão do carro,Outro
Confirmar presença no evento,Outro
Enviar proposta comercial,Outro
Pedir orçamento para reforma,Outro
Marcar consulta médica,Outro
Agendar reunião com o cliente,Outro
Solicitar orçamento de compra,Outro
Solicitar orçamento de compra,Outro
Enviar email de boas-vindas,Outro
Atualizar dados cadastrais do cliente,Outro
Atualizar dados cadastrais do cliente,Outro
Confirmar presença no evento,Outro
Anotar lembrete para reunião,Outro
Pedir orçamento para reforma,Outro
Pedir orçamento para reforma,Outro
Enviar proposta comercial,Outro
Anotar lembrete para reunião,Outro
Solicitar orçamento de compra,Outro
Confirmar presença no evento,Outro
Atualizar dados cadastrais do cliente,Outro
Pedir orçamento para reforma,Outro
Agendar reunião com o cliente,Outro
Agendar reunião com o cliente,Outro
Agendar ligação para amanhã,Outro
Pedir orçamento para reforma,Outro
Agendar ligação para amanhã,Outro
Atualizar dados cadastrais do cliente,Outro
Agendar reunião com o cliente,Outro
Organizar documentos do escritório,Outro
Agendar ligação para amanhã,Outro
Enviar email de boas-vindas,Outro
Solicitar orçamento de compra,Outro
Organizar documentos do escritório,Outro
Enviar email de boas-vindas,Outro
Agendar reunião com o cliente,Outro
Solicitar orçamento de compra,Outro
Marcar consulta médica,Outro
Confirmar presença no evento,Outro
Enviar email de boas-vindas,Outro
Solicitar orçamento de compra,Outro
Organizar documentos do escritório,Outro
Solicitar orçamento de compra,Outro
Agendar reunião com o cliente,Outro
Organizar documentos do escritório,Outro
Marcar consulta médica,Outro
Solicitar orçamento de compra,Outro
Enviar proposta comercial,Outro
Anotar lembrete para reunião,Outro
Enviar email de boas-vindas,Outro
Agendar reunião com o cliente,Outro
Solicitar orçamento de compra,Outro
Anotar lembrete para reunião,Outro
Enviar email de boas-vindas,Outro
Enviar proposta comercial,Outro
Solicitar orçamento de compra,Outro
Confirmar presença no evento,Outro
Confirmar presença no evento,Outro
Agendar revisão do carro,Outro
Pedir orçamento para reforma,Outro
Enviar proposta comercial,Outro
Solicitar orçamento de compra,Outro
Atualizar dados cadastrais do cliente,Outro
Marcar consulta médica,Outro
Pedir orçamento para reforma,Outro
Marcar consulta médica,Outro
Enviar email de boas-vindas,Outro
Atualizar dados cadastrais do cliente,Outro
Atualizar dados cadastrais do cliente,Outro
Enviar proposta comercial,Outro
Organizar documentos do escritório,Outro
Solicitar orçamento de compra,Outro
Enviar proposta comercial,Outro
Confirmar presença no evento,Outro
Agendar revisão do carro,Outro
Enviar proposta comercial,Outro
Solicitar orçamento de compra,Outro
Marcar consulta médica,Outro
